village_id,village,district,block,state,is_core_sample,latitude,longitude,distance_to_border_km,village_source,district_verified,ndbi_before,ndbi_after,ndbi_before_image_count,ndbi_after_image_count,lights_before,lights_after,lights_before_image_count,lights_after_image_count
95,Ahunli,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8140704,95.9419262,28.44828524069856,control (non-VVP),True,-0.18742872943275904,-0.22022252044921142,196,236,0.42730494573876093,0.18295329339229144,4,4
96,Angulin,Dibang Valley,Unknown,Arunachal Pradesh,True,28.9748478,95.8112262,28.49318519693004,control (non-VVP),True,-0.2224266082008676,-0.21788145744071985,49,59,0.44451396781639013,0.17176815166486703,4,4
97,Makuni,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8221427,95.9310087,28.9594463116276,control (non-VVP),True,-0.21146337426198525,-0.23290631504054904,196,236,0.38957351026377157,0.2234483767305025,4,4
98,Etabe,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8079186,95.9351971,29.358010050916832,control (non-VVP),True,-0.20391846277382686,-0.21888242570428984,196,236,0.420448294436053,0.1955335500052791,4,4
99,Baro,Dibang Valley,Unknown,Arunachal Pradesh,True,28.7934003,95.9284162,30.75864356991968,control (non-VVP),True,-0.21216501695424647,-0.218355529641245,98,118,0.4894828526715262,0.16377765235318023,4,4
100,Apanli,Dibang Valley,Unknown,Arunachal Pradesh,True,28.6700204,96.1056557,31.29422934107572,control (non-VVP),True,-0.2505522940680641,-0.30163103204251457,100,118,0.37547084111135637,0.23068105287415563,4,4
101,Larango,Dibang Valley,Unknown,Arunachal Pradesh,True,28.7880718,95.918821,31.86607740091618,control (non-VVP),True,-0.19819980555503625,-0.2190933833642012,49,59,0.46437361458147863,0.195943710244123,4,4
102,Amuli,Dibang Valley,Unknown,Arunachal Pradesh,True,28.7875753,95.9141519,32.28166853802251,control (non-VVP),True,-0.1797265855144981,-0.2102448435525012,49,59,0.49159790560750677,0.2655968113963229,4,4
103,Brango,Dibang Valley,Unknown,Arunachal Pradesh,True,28.9405604,95.8173923,32.29183869008044,control (non-VVP),True,-0.19349933467172842,-0.21411588147784286,49,59,0.3682166614631811,0.1456861077952716,4,4
104,Akunli,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8111887,95.8962517,32.5355921450053,control (non-VVP),True,-0.25083193732029113,-0.20736625384017207,98,118,0.5519588015564195,0.5242472524662595,4,4
105,Karu,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8049354,95.8992688,32.587821958149284,control (non-VVP),True,-0.21483581089238182,-0.19554875304832434,98,118,0.5500000059473358,0.7015666330175779,4,4
106,Tanga II,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8136293,95.893295,32.67631994699575,control (non-VVP),True,-0.2727312691783982,-0.23611844248660216,98,118,0.44594027365730926,0.28110619639334955,4,4
107,Akhunli,Dibang Valley,Unknown,Arunachal Pradesh,True,28.6685127,96.059513,32.993165287526374,control (non-VVP),True,-0.23321819520028297,-0.2799050550364454,100,118,0.383170537469666,0.1709906156308472,4,4
108,Maro,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8314281,95.8735957,33.65500502664909,control (non-VVP),True,-0.24276851473395353,-0.2359160700552417,98,118,0.3952853952490537,0.20036223620732452,4,4
109,Tapo,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8150846,95.8784431,33.92158477451002,control (non-VVP),True,-0.26446875327229613,-0.2650548674822379,98,118,0.2813806406604444,0.2295544536003579,4,4
110,Amboli,Dibang Valley,Unknown,Arunachal Pradesh,True,28.7782095,95.9006268,33.951810510469485,control (non-VVP),True,-0.20149172110659577,-0.22748234998589673,49,59,0.36758830511806817,0.2369619189179759,4,4
111,Charkilo,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8156575,95.8773093,33.996313730005284,control (non-VVP),True,-0.26135184145487483,-0.2618573953037674,98,118,0.2822002213452384,0.21971947015380963,4,4
112,Maroli,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8551403,95.8604802,34.02008814842359,control (non-VVP),True,-0.2487170736209555,-0.2653748596259678,98,118,0.3499449439642186,0.15242841262124182,4,4
113,Angulin,Dibang Valley,Unknown,Arunachal Pradesh,True,28.7972034,95.8857247,34.1570920023645,control (non-VVP),True,-0.22349201575367525,-0.21718175993709843,49,59,0.35121011684830045,0.49806931093581047,4,4
114,Athunli,Dibang Valley,Unknown,Arunachal Pradesh,True,28.6575175,96.0218393,35.703524383599735,control (non-VVP),True,-0.20460274463075023,-0.19942507460226366,100,118,0.3858231995645807,0.1498922668932551,4,4
115,Anose,Dibang Valley,Unknown,Arunachal Pradesh,True,28.6322763,96.0147489,35.94683270524162,control (non-VVP),True,-0.22136175867334634,-0.3117317776026102,100,118,0.4303385116548569,0.17572420030898445,4,4
116,恰帕,Dibang Valley,Unknown,Arunachal Pradesh,True,28.6587596,96.0107761,36.10892685686056,control (non-VVP),True,-0.22392056324495077,-0.24406759202174894,100,118,0.3750783859148271,0.13869260654504195,4,4
117,Ilupu,Dibang Valley,Unknown,Arunachal Pradesh,True,28.7766747,95.8707591,36.53752328568139,control (non-VVP),True,-0.17402082769622473,-0.21365852574248154,49,59,0.76699047176061,0.22297592627975465,4,4
118,Alombro,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8912928,95.8139536,37.44827678081757,control (non-VVP),True,-0.2600834475081069,-0.19431149169656556,98,118,0.3861915331441736,0.1972438808041054,4,4
119,岷东,Dibang Valley,Unknown,Arunachal Pradesh,True,28.7733786,95.8573956,37.85177130688197,control (non-VVP),True,-0.2090692309383837,-0.23894134848216678,49,59,0.3369063529016714,0.2254208448273415,4,4
120,昂里,Dibang Valley,Unknown,Arunachal Pradesh,True,28.6444365,95.9929441,38.360632618269065,control (non-VVP),True,-0.2114916127447379,-0.25363778733945724,100,118,0.4295429601149412,0.2378717014311694,4,4
121,Aruko,Dibang Valley,Unknown,Arunachal Pradesh,True,28.6365123,96.0073067,38.42709422070483,control (non-VVP),True,-0.21927965018369297,-0.3016093696741055,100,118,0.38429282264814857,0.19343646509541992,4,4
122,阿米里,Dibang Valley,Unknown,Arunachal Pradesh,True,28.3999197,95.9040857,39.043917134710846,control (non-VVP),True,-0.13512510930185742,-0.11770048470302094,49,59,0.3435545577777652,0.1663413932054598,4,4
123,Ashambra,Dibang Valley,Unknown,Arunachal Pradesh,True,28.4083935,95.8960457,39.78552162439113,control (non-VVP),True,-0.13486183131386112,-0.15019989371633444,49,59,0.32902185719109434,0.1604456312018927,4,4
124,Immli,Dibang Valley,Unknown,Arunachal Pradesh,True,28.7250516,95.8683257,39.89816301809222,control (non-VVP),True,-0.18522855759477108,-0.17130165392890864,50,59,0.3403807375225482,0.24535274211930536,4,4
