village_id,village,district,block,state,is_core_sample,latitude,longitude,ndbi_before,ndbi_after,ndbi_before_image_count,ndbi_after_image_count,lights_before,lights_after,lights_before_image_count,lights_after_image_count
135,Rho,Tawang,Jang-Thingbu,Arunachal Pradesh,True,27.6141065,91.987227,-0.24961260166504493,-0.25963319300854826,48,59,0.34524364140705505,0.3332902849952258,4,4
136,Kitpi,Tawang,Kitpi,Arunachal Pradesh,True,27.5731189,91.90284,-0.25916773690882483,-0.26191675656304775,24,30,0.7494762590311094,0.9059224857881082,4,4
137,Kitpi II,Tawang,Kitpi,Arunachal Pradesh,True,27.5731189,91.90284,-0.25916773690882483,-0.26191675656304775,24,30,0.7494762590311094,0.9059224857881082,4,4
138,Famla,Tawang,Tawang,Arunachal Pradesh,True,27.5612427,91.8523298,-0.2552966077754457,-0.27571909030304703,24,30,0.49586341986961807,0.5550853613124921,4,4
139,Gyangong Ani Gompa,Tawang,Tawang,Arunachal Pradesh,True,27.6003059,91.8525209,-0.19979066229970288,-0.285377499640445,24,30,0.4869958064243113,0.37946927339338044,4,4
140,Jangda,Tawang,Tawang,Arunachal Pradesh,True,27.5942319,91.9742379,-0.24252768638048564,-0.24996755859270392,24,30,0.43778673892467784,0.4028245922359802,4,4
141,Mandrelling,Tawang,Tawang,Arunachal Pradesh,True,27.5952914,91.8697249,-0.1289510084621926,-0.14836262871730257,24,30,1.0774272259730369,2.185561860772097,4,4
142,Sakpret,Tawang,Tawang,Arunachal Pradesh,True,27.57568,91.79901,-0.2452385565967118,-0.2983058347538425,24,30,0.4092994104040428,0.31624580011155534,4,4
143,Shyro,Tawang,Tawang,Arunachal Pradesh,True,27.5744459,91.9464757,-0.24700475489562415,-0.2726306094866055,24,30,0.45082891678343934,0.5520076725819258,4,4
144,Singsore Ani Gompa,Tawang,Tawang,Arunachal Pradesh,True,27.5952914,91.8697249,-0.1289510084621926,-0.14836262871730257,24,30,1.0774272259730369,2.185561860772097,4,4
